"Pattern","Cohort","r","var","span","sex"
"L",1905,0.09319224215017,"NH",0.5,"f"
"M",1905,0.92174601660081,"NH",0.5,"f"
"T",1910,0.783736153688454,"NH",0.5,"f"
"A",1910,0.761742423160072,"NH",0.5,"f"
"L",1910,0.19787201144776,"NH",0.5,"f"
"M",1910,0.934583328073929,"NH",0.5,"f"
"T",1915,0.714314675894423,"NH",0.5,"f"
"A",1915,0.818234298042593,"NH",0.5,"f"
"L",1915,0.323302487416853,"NH",0.5,"f"
"M",1915,0.924762723980449,"NH",0.5,"f"
"T",1920,0.677156997161895,"NH",0.5,"f"
"A",1920,0.818670813840096,"NH",0.5,"f"
"L",1920,0.319463388005333,"NH",0.5,"f"
"M",1920,0.923620385732044,"NH",0.5,"f"
"T",1925,0.800686395144313,"NH",0.5,"f"
"A",1925,0.768823092507358,"NH",0.5,"f"
"L",1925,0.156300944809904,"NH",0.5,"f"
"M",1925,0.944910535978369,"NH",0.5,"f"
"T",1905,0.767652608628673,"NH",0.5,"m"
"A",1905,0.436426565204366,"NH",0.5,"m"
"L",1905,0.0120164770226847,"NH",0.5,"m"
"M",1905,0.762438870850001,"NH",0.5,"m"
"T",1910,0.761968214838416,"NH",0.5,"m"
"A",1910,0.527311376504665,"NH",0.5,"m"
"L",1910,0.117552112012548,"NH",0.5,"m"
"M",1910,0.796650176497261,"NH",0.5,"m"
"T",1915,0.739971029618088,"NH",0.5,"m"
"A",1915,0.666225969644494,"NH",0.5,"m"
"L",1915,0.277132208099804,"NH",0.5,"m"
"M",1915,0.805573260940117,"NH",0.5,"m"
"T",1920,0.732263608396556,"NH",0.5,"m"
"A",1920,0.64277619701675,"NH",0.5,"m"
"L",1920,0.177800787445274,"NH",0.5,"m"
"M",1920,0.805297815761272,"NH",0.5,"m"
"T",1925,0.8421059791297,"NH",0.5,"m"
"A",1925,0.569013184798295,"NH",0.5,"m"
"L",1925,0.0369465665750476,"NH",0.5,"m"
"M",1925,0.794059031356825,"NH",0.5,"m"
"T",1905,0.666270959477693,"NHSTAYS",0.5,"f"
"A",1905,0.713453897612645,"NHSTAYS",0.5,"f"
"L",1905,0.139613054906018,"NHSTAYS",0.5,"f"
"M",1905,0.958335914229326,"NHSTAYS",0.5,"f"
"T",1910,0.79947411245391,"NHSTAYS",0.5,"f"
"A",1910,0.762311992044067,"NHSTAYS",0.5,"f"
"L",1910,0.189218278971871,"NHSTAYS",0.5,"f"
"M",1910,0.94057927233529,"NHSTAYS",0.5,"f"
"T",1915,0.697374336976135,"NHSTAYS",0.5,"f"
"A",1915,0.824201357707083,"NHSTAYS",0.5,"f"
"L",1915,0.349237874641365,"NHSTAYS",0.5,"f"
"M",1915,0.921089426232351,"NHSTAYS",0.5,"f"
"T",1920,0.653521834846492,"NHSTAYS",0.5,"f"
"A",1920,0.777673479236882,"NHSTAYS",0.5,"f"
"L",1920,0.295741866509617,"NHSTAYS",0.5,"f"
"M",1920,0.912148755588962,"NHSTAYS",0.5,"f"
"T",1925,0.77757833561162,"NHSTAYS",0.5,"f"
"A",1925,0.751427979901126,"NHSTAYS",0.5,"f"
"L",1925,0.226094407136081,"NHSTAYS",0.5,"f"
"M",1925,0.937642633689518,"NHSTAYS",0.5,"f"
"T",1905,0.787002473010128,"NHSTAYS",0.5,"m"
"A",1905,0.340162964352817,"NHSTAYS",0.5,"m"
"L",1905,0.000815537953223553,"NHSTAYS",0.5,"m"
"M",1905,0.635873234135853,"NHSTAYS",0.5,"m"
"T",1910,0.745208743411109,"NHSTAYS",0.5,"m"
"A",1910,0.44554125881769,"NHSTAYS",0.5,"m"
"L",1910,0.104705049842067,"NHSTAYS",0.5,"m"
"M",1910,0.699812878700389,"NHSTAYS",0.5,"m"
"T",1915,0.732085802498037,"NHSTAYS",0.5,"m"
"A",1915,0.649870355350549,"NHSTAYS",0.5,"m"
"L",1915,0.312117763354949,"NHSTAYS",0.5,"m"
"M",1915,0.77870612769942,"NHSTAYS",0.5,"m"
"T",1920,0.699670876010844,"NHSTAYS",0.5,"m"
"A",1920,0.63526256910411,"NHSTAYS",0.5,"m"
"L",1920,0.225472125423115,"NHSTAYS",0.5,"m"
"M",1920,0.773670101038961,"NHSTAYS",0.5,"m"
"T",1925,0.81988358928861,"NHSTAYS",0.5,"m"
"A",1925,0.63091485882939,"NHSTAYS",0.5,"m"
"L",1925,0.104314579502022,"NHSTAYS",0.5,"m"
"M",1925,0.826467815496058,"NHSTAYS",0.5,"m"
"T",1905,0.674271712226878,"NHNIGHTS",0.5,"f"
"A",1905,0.697337775825588,"NHNIGHTS",0.5,"f"
"L",1905,0.0859127370490071,"NHNIGHTS",0.5,"f"
"M",1905,0.932108977477186,"NHNIGHTS",0.5,"f"
"T",1910,0.707660698619024,"NHNIGHTS",0.5,"f"
"A",1910,0.785359872720777,"NHNIGHTS",0.5,"f"
"L",1910,0.294930404750621,"NHNIGHTS",0.5,"f"
"M",1910,0.954963198659357,"NHNIGHTS",0.5,"f"
"T",1915,0.704489966394725,"NHNIGHTS",0.5,"f"
"A",1915,0.730080268684,"NHNIGHTS",0.5,"f"
"L",1915,0.278224882510664,"NHNIGHTS",0.5,"f"
"M",1915,0.869861250711485,"NHNIGHTS",0.5,"f"
"T",1920,0.7640102343643,"NHNIGHTS",0.5,"f"
"A",1920,0.758999070431288,"NHNIGHTS",0.5,"f"
"L",1920,0.242657847549771,"NHNIGHTS",0.5,"f"
"M",1920,0.909790645959258,"NHNIGHTS",0.5,"f"
"T",1925,0.665159137684316,"NHNIGHTS",0.5,"f"
"A",1925,0.777896496579799,"NHNIGHTS",0.5,"f"
"L",1925,0.35179925303927,"NHNIGHTS",0.5,"f"
"M",1925,0.950616769195209,"NHNIGHTS",0.5,"f"
"T",1905,0.733558176266209,"NHNIGHTS",0.5,"m"
"A",1905,0.611717759287579,"NHNIGHTS",0.5,"m"
"L",1905,0.0213002044754967,"NHNIGHTS",0.5,"m"
"M",1905,0.921645914242242,"NHNIGHTS",0.5,"m"
"T",1910,0.72978302127974,"NHNIGHTS",0.5,"m"
"A",1910,0.655319840024348,"NHNIGHTS",0.5,"m"
"L",1910,0.207271342455516,"NHNIGHTS",0.5,"m"
"M",1910,0.89121367926416,"NHNIGHTS",0.5,"m"
"T",1915,0.70511934303798,"NHNIGHTS",0.5,"m"
"A",1915,0.704758799279453,"NHNIGHTS",0.5,"m"
"L",1915,0.357298544937743,"NHNIGHTS",0.5,"m"
"M",1915,0.788527736460026,"NHNIGHTS",0.5,"m"
"T",1920,0.708061611583615,"NHNIGHTS",0.5,"m"
"A",1920,0.593084213172929,"NHNIGHTS",0.5,"m"
"L",1920,0.21396453414836,"NHNIGHTS",0.5,"m"
"M",1920,0.74637218068201,"NHNIGHTS",0.5,"m"
"T",1925,0.84260188561273,"NHNIGHTS",0.5,"m"
"A",1925,0.513910376463204,"NHNIGHTS",0.5,"m"
"L",1925,0.0335264763495425,"NHNIGHTS",0.5,"m"
"M",1925,0.733487838037103,"NHNIGHTS",0.5,"m"
"T",1905,0.820954178770907,"NHNOW",0.5,"f"
"A",1905,0.49824024804486,"NHNOW",0.5,"f"
"L",1905,0.188673352743154,"NHNOW",0.5,"f"
"M",1905,0.879723370032392,"NHNOW",0.5,"f"
"T",1910,0.75304105492517,"NHNOW",0.5,"f"
"A",1910,0.69453368449409,"NHNOW",0.5,"f"
"L",1910,0.141088049587123,"NHNOW",0.5,"f"
"M",1910,0.929698886324786,"NHNOW",0.5,"f"
"T",1915,0.750939486084945,"NHNOW",0.5,"f"
"A",1915,0.707862886131547,"NHNOW",0.5,"f"
"L",1915,0.243998704896153,"NHNOW",0.5,"f"
"M",1915,0.917768973817336,"NHNOW",0.5,"f"
"T",1920,0.720626548552645,"NHNOW",0.5,"f"
"A",1920,0.681968113821493,"NHNOW",0.5,"f"
"L",1920,0.201454388163436,"NHNOW",0.5,"f"
"M",1920,0.904232035682204,"NHNOW",0.5,"f"
"T",1925,0.734381347870453,"NHNOW",0.5,"f"
"A",1925,0.713048421908152,"NHNOW",0.5,"f"
"L",1925,0.265349262271487,"NHNOW",0.5,"f"
"M",1925,0.930684374959798,"NHNOW",0.5,"f"
"T",1905,0.900557824367274,"NHNOW",0.5,"m"
"A",1905,0.271977246382217,"NHNOW",0.5,"m"
"L",1905,0.17388116022689,"NHNOW",0.5,"m"
"M",1905,0.643990268349803,"NHNOW",0.5,"m"
"T",1910,0.858685168903211,"NHNOW",0.5,"m"
"A",1910,0.360180005550214,"NHNOW",0.5,"m"
"L",1910,0.00531497849135435,"NHNOW",0.5,"m"
"M",1910,0.62403259745678,"NHNOW",0.5,"m"
"T",1915,0.797002059392806,"NHNOW",0.5,"m"
"A",1915,0.478818815915452,"NHNOW",0.5,"m"
"L",1915,0.163351866349064,"NHNOW",0.5,"m"
"M",1915,0.698903699176511,"NHNOW",0.5,"m"
"T",1920,0.757597467789558,"NHNOW",0.5,"m"
"A",1920,0.660124102109747,"NHNOW",0.5,"m"
"L",1920,0.133062038641178,"NHNOW",0.5,"m"
"M",1920,0.784891991556903,"NHNOW",0.5,"m"
"T",1925,0.713397855071857,"NHNOW",0.5,"m"
"A",1925,0.684148028843728,"NHNOW",0.5,"m"
"L",1925,0.249643592493285,"NHNOW",0.5,"m"
"M",1925,0.796056341224799,"NHNOW",0.5,"m"
"T",1905,0.246045179067876,"DOC",0.5,"f"
"A",1905,0.980099464782674,"DOC",0.5,"f"
"L",1905,0.734938894741774,"DOC",0.5,"f"
"M",1905,0.86263165474684,"DOC",0.5,"f"
"T",1910,0.543864763041366,"DOC",0.5,"f"
"A",1910,0.901315654190108,"DOC",0.5,"f"
"L",1910,0.558763166682179,"DOC",0.5,"f"
"M",1910,0.92882416147311,"DOC",0.5,"f"
"T",1915,0.480006881201683,"DOC",0.5,"f"
"A",1915,0.87929933498858,"DOC",0.5,"f"
"L",1915,0.576967648234215,"DOC",0.5,"f"
"M",1915,0.882350312021611,"DOC",0.5,"f"
"T",1920,0.502472775348125,"DOC",0.5,"f"
"A",1920,0.839393075524036,"DOC",0.5,"f"
"L",1920,0.478488731300659,"DOC",0.5,"f"
"M",1920,0.842073527666734,"DOC",0.5,"f"
"T",1925,0.51669622224205,"DOC",0.5,"f"
"A",1925,0.856239365479668,"DOC",0.5,"f"
"L",1925,0.389574235372322,"DOC",0.5,"f"
"M",1925,0.815515200701141,"DOC",0.5,"f"
"T",1905,0.608489927637632,"DOC",0.5,"m"
"A",1905,0.837805932574816,"DOC",0.5,"m"
"L",1905,0.37266500537201,"DOC",0.5,"m"
"M",1905,0.947199945816568,"DOC",0.5,"m"
"T",1910,0.698057261821891,"DOC",0.5,"m"
"A",1910,0.695570439925816,"DOC",0.5,"m"
"L",1910,0.255900015015653,"DOC",0.5,"m"
"M",1910,0.847709744307659,"DOC",0.5,"m"
"T",1915,0.594661943115929,"DOC",0.5,"m"
"A",1915,0.865606986213048,"DOC",0.5,"m"
"L",1915,0.491059963343749,"DOC",0.5,"m"
"M",1915,0.926050735579542,"DOC",0.5,"m"
"T",1920,0.659042032740048,"DOC",0.5,"m"
"A",1920,0.763572467823793,"DOC",0.5,"m"
"L",1920,0.290211234517373,"DOC",0.5,"m"
"M",1920,0.867775859603013,"DOC",0.5,"m"
"T",1925,0.289997103572117,"DOC",0.5,"m"
"A",1925,0.651562781469876,"DOC",0.5,"m"
"L",1925,0.389645758964845,"DOC",0.5,"m"
"M",1925,0.563122030471651,"DOC",0.5,"m"
"T",1905,0.515781034443622,"DOCVISITS",0.5,"f"
"A",1905,0.911734194524069,"DOCVISITS",0.5,"f"
"L",1905,0.499521193891995,"DOCVISITS",0.5,"f"
"M",1905,0.953636786478307,"DOCVISITS",0.5,"f"
"T",1910,0.635164395493107,"DOCVISITS",0.5,"f"
"A",1910,0.883451785559112,"DOCVISITS",0.5,"f"
"L",1910,0.483394347684459,"DOCVISITS",0.5,"f"
"M",1910,0.958425043808443,"DOCVISITS",0.5,"f"
"T",1915,0.608076228517953,"DOCVISITS",0.5,"f"
"A",1915,0.914081177319606,"DOCVISITS",0.5,"f"
"L",1915,0.531085184881277,"DOCVISITS",0.5,"f"
"M",1915,0.968556532786251,"DOCVISITS",0.5,"f"
"T",1920,0.75610168087699,"DOCVISITS",0.5,"f"
"A",1920,0.801189269921453,"DOCVISITS",0.5,"f"
"L",1920,0.258114312051259,"DOCVISITS",0.5,"f"
"M",1920,0.943074026311679,"DOCVISITS",0.5,"f"
"T",1925,0.924652069506097,"DOCVISITS",0.5,"f"
"A",1925,0.67321589091203,"DOCVISITS",0.5,"f"
"L",1925,0.161903197916819,"DOCVISITS",0.5,"f"
"M",1925,0.929825325888029,"DOCVISITS",0.5,"f"
"T",1905,0.606078852185231,"DOCVISITS",0.5,"m"
"A",1905,0.582736195358657,"DOCVISITS",0.5,"m"
"L",1905,0.141844392957823,"DOCVISITS",0.5,"m"
"M",1905,0.755171767833252,"DOCVISITS",0.5,"m"
"T",1910,0.605803608109734,"DOCVISITS",0.5,"m"
"A",1910,0.531265734529079,"DOCVISITS",0.5,"m"
"L",1910,0.140165485313819,"DOCVISITS",0.5,"m"
"M",1910,0.690556999647806,"DOCVISITS",0.5,"m"
"T",1915,0.630855589211412,"DOCVISITS",0.5,"m"
"A",1915,0.686234166810186,"DOCVISITS",0.5,"m"
"L",1915,0.285096239447893,"DOCVISITS",0.5,"m"
"M",1915,0.812261035871907,"DOCVISITS",0.5,"m"
"T",1920,0.758509891056232,"DOCVISITS",0.5,"m"
"A",1920,0.777733093715746,"DOCVISITS",0.5,"m"
"L",1920,0.232928423196165,"DOCVISITS",0.5,"m"
"M",1920,0.927831737600899,"DOCVISITS",0.5,"m"
"T",1925,0.902336354277131,"DOCVISITS",0.5,"m"
"A",1925,0.649709648668716,"DOCVISITS",0.5,"m"
"L",1925,0.165254529590871,"DOCVISITS",0.5,"m"
"M",1925,0.90291005428863,"DOCVISITS",0.5,"m"
"T",1905,0.93043426652072,"HHC",0.5,"f"
"A",1905,0.4732782295727,"HHC",0.5,"f"
"L",1905,0.166067698291857,"HHC",0.5,"f"
"M",1905,0.84422604328475,"HHC",0.5,"f"
"T",1910,0.935799380470794,"HHC",0.5,"f"
"A",1910,0.506561644268,"HHC",0.5,"f"
"L",1910,0.0810696219593062,"HHC",0.5,"f"
"M",1910,0.82039972261021,"HHC",0.5,"f"
"T",1915,0.856033124213721,"HHC",0.5,"f"
"A",1915,0.703118969093042,"HHC",0.5,"f"
"L",1915,0.16394766031257,"HHC",0.5,"f"
"M",1915,0.9276459352652,"HHC",0.5,"f"
"T",1920,0.886931938223849,"HHC",0.5,"f"
"A",1920,0.611927690984373,"HHC",0.5,"f"
"L",1920,0.0251169515112835,"HHC",0.5,"f"
"M",1920,0.876221611001217,"HHC",0.5,"f"
"T",1925,0.927517264976344,"HHC",0.5,"f"
"A",1925,0.553170481395026,"HHC",0.5,"f"
"L",1925,0.284536369370815,"HHC",0.5,"f"
"M",1925,0.857417606842829,"HHC",0.5,"f"
"T",1905,0.965817338544524,"HHC",0.5,"m"
"A",1905,0.0930635373735727,"HHC",0.5,"m"
"L",1905,0.35796539790331,"HHC",0.5,"m"
"M",1905,0.499849841589563,"HHC",0.5,"m"
"T",1910,0.889956865353247,"HHC",0.5,"m"
"A",1910,0.44998387615453,"HHC",0.5,"m"
"L",1910,0.0793198847549585,"HHC",0.5,"m"
"M",1910,0.794396899751122,"HHC",0.5,"m"
"T",1915,0.890027929763339,"HHC",0.5,"m"
"A",1915,0.562325205445523,"HHC",0.5,"m"
"L",1915,0.00528226839787926,"HHC",0.5,"m"
"M",1915,0.848739727422186,"HHC",0.5,"m"
"T",1920,0.894687174427209,"HHC",0.5,"m"
"A",1920,0.58140414928708,"HHC",0.5,"m"
"L",1920,0.0612107421326731,"HHC",0.5,"m"
"M",1920,0.858715527153392,"HHC",0.5,"m"
"T",1925,0.919158524191759,"HHC",0.5,"m"
"A",1925,0.573925081724373,"HHC",0.5,"m"
"L",1925,0.256232395371101,"HHC",0.5,"m"
"M",1925,0.865558075867635,"HHC",0.5,"m"
"T",1905,0.558982475268282,"MEDS",0.5,"f"
"A",1905,0.743215042892306,"MEDS",0.5,"f"
"L",1905,0.272251635029721,"MEDS",0.5,"f"
"M",1905,0.841195501128605,"MEDS",0.5,"f"
"T",1910,0.751244498719849,"MEDS",0.5,"f"
"A",1910,0.756187973001062,"MEDS",0.5,"f"
"L",1910,0.240246935865252,"MEDS",0.5,"f"
"M",1910,0.912550560420549,"MEDS",0.5,"f"
"T",1915,0.877656198614604,"MEDS",0.5,"f"
"A",1915,0.420579427048572,"MEDS",0.5,"f"
"L",1915,0.1821788628737,"MEDS",0.5,"f"
"M",1915,0.734082313727563,"MEDS",0.5,"f"
"T",1920,0.907439382432155,"MEDS",0.5,"f"
"A",1920,0.320397873530387,"MEDS",0.5,"f"
"L",1920,0.331376374362435,"MEDS",0.5,"f"
"M",1920,0.682031298507971,"MEDS",0.5,"f"
"T",1925,0.941361069710211,"MEDS",0.5,"f"
"A",1925,0.608137190113411,"MEDS",0.5,"f"
"L",1925,0.242072985931794,"MEDS",0.5,"f"
"M",1925,0.899010056260405,"MEDS",0.5,"f"
"T",1905,0.949773416600646,"MEDS",0.5,"m"
"A",1905,0.356889806451234,"MEDS",0.5,"m"
"L",1905,0.34565788680369,"MEDS",0.5,"m"
"M",1905,0.784177034512025,"MEDS",0.5,"m"
"T",1910,0.902912841583813,"MEDS",0.5,"m"
"A",1910,0.166679164194069,"MEDS",0.5,"m"
"L",1910,0.453424928047298,"MEDS",0.5,"m"
"M",1910,0.56439205133166,"MEDS",0.5,"m"
"T",1915,0.915386264387709,"MEDS",0.5,"m"
"A",1915,0.284889689795766,"MEDS",0.5,"m"
"L",1915,0.343780922012856,"MEDS",0.5,"m"
"M",1915,0.65533445001569,"MEDS",0.5,"m"
"T",1920,0.854712008659009,"MEDS",0.5,"m"
"A",1920,0.566403255349927,"MEDS",0.5,"m"
"L",1920,0.0474992128409317,"MEDS",0.5,"m"
"M",1920,0.828048272032761,"MEDS",0.5,"m"
"T",1925,0.699973085011911,"MEDS",0.5,"m"
"A",1925,0.935285761262965,"MEDS",0.5,"m"
"L",1925,0.303090253095111,"MEDS",0.5,"m"
"M",1925,0.966286535648918,"MEDS",0.5,"m"
"T",1905,0.655914485881095,"SURG",0.5,"f"
"A",1905,0.598302862382581,"SURG",0.5,"f"
"L",1905,0.0751895761901609,"SURG",0.5,"f"
"M",1905,0.792096856338463,"SURG",0.5,"f"
"T",1910,0.532626288054264,"SURG",0.5,"f"
"A",1910,0.48329711823079,"SURG",0.5,"f"
"L",1910,0.108688048211682,"SURG",0.5,"f"
"M",1910,0.614305114236485,"SURG",0.5,"f"
"T",1915,0.459125146258396,"SURG",0.5,"f"
"A",1915,0.0431377053318726,"SURG",0.5,"f"
"L",1915,0.272181081746559,"SURG",0.5,"f"
"M",1915,0.257135613156257,"SURG",0.5,"f"
"T",1920,0.149013611940421,"SURG",0.5,"f"
"A",1920,0.121719061627681,"SURG",0.5,"f"
"L",1920,0.0146890641109905,"SURG",0.5,"f"
"M",1920,0.160479831094432,"SURG",0.5,"f"
"T",1925,0.398433877850004,"SURG",0.5,"f"
"A",1925,0.381826254451541,"SURG",0.5,"f"
"L",1925,0.741680244943741,"SURG",0.5,"f"
"M",1925,0.013544980240399,"SURG",0.5,"f"
"T",1905,0.530089830567249,"SURG",0.5,"m"
"A",1905,0.413197674435438,"SURG",0.5,"m"
"L",1905,0.00198343746539224,"SURG",0.5,"m"
"M",1905,0.59006421721685,"SURG",0.5,"m"
"T",1910,0.486414861429859,"SURG",0.5,"m"
"A",1910,0.44248197708203,"SURG",0.5,"m"
"L",1910,0.10404427512438,"SURG",0.5,"m"
"M",1910,0.559456264124856,"SURG",0.5,"m"
"T",1915,0.316345233930032,"SURG",0.5,"m"
"A",1915,0.0900230611697423,"SURG",0.5,"m"
"L",1915,0.127237082984333,"SURG",0.5,"m"
"M",1915,0.220426905598122,"SURG",0.5,"m"
"T",1920,0.0489002919309487,"SURG",0.5,"m"
"A",1920,0.436317291856034,"SURG",0.5,"m"
"L",1920,0.471440245093537,"SURG",0.5,"m"
"M",1920,0.281459516984983,"SURG",0.5,"m"
"T",1925,0.051371381920984,"SURG",0.5,"m"
"A",1925,0.416517624291628,"SURG",0.5,"m"
"L",1925,0.370120473323646,"SURG",0.5,"m"
"M",1925,0.285367565922323,"SURG",0.5,"m"
"T",1905,0.663952820562088,"DENT",0.5,"f"
"A",1905,0.534177055929917,"DENT",0.5,"f"
"L",1905,0.940811966895339,"DENT",0.5,"f"
"M",1905,0.00986303115085188,"DENT",0.5,"f"
"T",1910,0.681603450010065,"DENT",0.5,"f"
"A",1910,0.385440165194068,"DENT",0.5,"f"
"L",1910,0.85355299864948,"DENT",0.5,"f"
"M",1910,0.0593045116903937,"DENT",0.5,"f"
"T",1915,0.717894294273739,"DENT",0.5,"f"
"A",1915,0.359554454828259,"DENT",0.5,"f"
"L",1915,0.85259117905404,"DENT",0.5,"f"
"M",1915,0.0957523323297291,"DENT",0.5,"f"
"T",1920,0.765041614414762,"DENT",0.5,"f"
"A",1920,0.268018407994165,"DENT",0.5,"f"
"L",1920,0.817514531366541,"DENT",0.5,"f"
"M",1920,0.19747183393761,"DENT",0.5,"f"
"T",1925,0.945053590473368,"DENT",0.5,"f"
"A",1925,0.194804263838282,"DENT",0.5,"f"
"L",1925,0.65874089049433,"DENT",0.5,"f"
"M",1925,0.646263497490948,"DENT",0.5,"f"
"T",1905,0.50724084616918,"DENT",0.5,"m"
"A",1905,0.227710713621393,"DENT",0.5,"m"
"L",1905,0.557816367518185,"DENT",0.5,"m"
"M",1905,0.120918306131363,"DENT",0.5,"m"
"T",1910,0.614139984635659,"DENT",0.5,"m"
"A",1910,0.203626207235399,"DENT",0.5,"m"
"L",1910,0.21815394710774,"DENT",0.5,"m"
"M",1910,0.448629754687905,"DENT",0.5,"m"
"T",1915,0.414055591796241,"DENT",0.5,"m"
"A",1915,0.457400754334769,"DENT",0.5,"m"
"L",1915,0.173034916279029,"DENT",0.5,"m"
"M",1915,0.532099743181213,"DENT",0.5,"m"
"T",1920,0.512849956232049,"DENT",0.5,"m"
"A",1920,0.452110441865962,"DENT",0.5,"m"
"L",1920,0.0837526198711672,"DENT",0.5,"m"
"M",1920,0.57560284136345,"DENT",0.5,"m"
"T",1925,0.820439555172562,"DENT",0.5,"m"
"A",1925,0.547668475391536,"DENT",0.5,"m"
"L",1925,0.193328875234453,"DENT",0.5,"m"
"M",1925,0.794408495282235,"DENT",0.5,"m"
"T",1905,0.984925520351608,"SHF",0.5,"f"
"A",1905,0.166206771081089,"SHF",0.5,"f"
"L",1905,0.540360275431036,"SHF",0.5,"f"
"M",1905,0.668007591450486,"SHF",0.5,"f"
"T",1910,0.918977838529902,"SHF",0.5,"f"
"A",1910,0.558026021407834,"SHF",0.5,"f"
"L",1910,0.0731112180979373,"SHF",0.5,"f"
"M",1910,0.85303580967899,"SHF",0.5,"f"
"T",1915,0.772353366044079,"SHF",0.5,"f"
"A",1915,0.828685496399242,"SHF",0.5,"f"
"L",1915,0.298247273701896,"SHF",0.5,"f"
"M",1915,0.974955450005035,"SHF",0.5,"f"
"T",1920,0.802722924819531,"SHF",0.5,"f"
"A",1920,0.753385175981168,"SHF",0.5,"f"
"L",1920,0.176824205937869,"SHF",0.5,"f"
"M",1920,0.933029117920851,"SHF",0.5,"f"
"T",1925,0.959363762451369,"SHF",0.5,"f"
"A",1925,0.526464944458323,"SHF",0.5,"f"
"L",1925,0.340004744601861,"SHF",0.5,"f"
"M",1925,0.858685846942681,"SHF",0.5,"f"
"T",1905,0.838888279761042,"SHF",0.5,"m"
"A",1905,0.559655744446836,"SHF",0.5,"m"
"L",1905,0.0872237428432392,"SHF",0.5,"m"
"M",1905,0.866686962173934,"SHF",0.5,"m"
"T",1910,0.778255220436116,"SHF",0.5,"m"
"A",1910,0.791701627717142,"SHF",0.5,"m"
"L",1910,0.257210118930858,"SHF",0.5,"m"
"M",1910,0.951332986118976,"SHF",0.5,"m"
"T",1915,0.823867922090025,"SHF",0.5,"m"
"A",1915,0.754088059934887,"SHF",0.5,"m"
"L",1915,0.188270578528523,"SHF",0.5,"m"
"M",1915,0.946822635012116,"SHF",0.5,"m"
"T",1920,0.79326150646852,"SHF",0.5,"m"
"A",1920,0.608206387315429,"SHF",0.5,"m"
"L",1920,0.0384411426386015,"SHF",0.5,"m"
"M",1920,0.826410780631188,"SHF",0.5,"m"
"T",1925,0.857917592580802,"SHF",0.5,"m"
"A",1925,0.594141856456104,"SHF",0.5,"m"
"L",1925,0.180704576958594,"SHF",0.5,"m"
"M",1925,0.843923929275109,"SHF",0.5,"m"
"T",1905,0.83352595467751,"ADLWALK",0.5,"f"
"A",1905,0.65067914984801,"ADLWALK",0.5,"f"
"L",1905,0.00226478479814957,"ADLWALK",0.5,"f"
"M",1905,0.928512762063815,"ADLWALK",0.5,"f"
"T",1910,0.809872192722114,"ADLWALK",0.5,"f"
"A",1910,0.751137923546568,"ADLWALK",0.5,"f"
"L",1910,0.194932454125459,"ADLWALK",0.5,"f"
"M",1910,0.937811288327114,"ADLWALK",0.5,"f"
"T",1915,0.823958298887265,"ADLWALK",0.5,"f"
"A",1915,0.692652629623266,"ADLWALK",0.5,"f"
"L",1915,0.126773079078851,"ADLWALK",0.5,"f"
"M",1915,0.902796993990214,"ADLWALK",0.5,"f"
"T",1920,0.864162240122955,"ADLWALK",0.5,"f"
"A",1920,0.563545148861317,"ADLWALK",0.5,"f"
"L",1920,0.0571450096415018,"ADLWALK",0.5,"f"
"M",1920,0.83080508751695,"ADLWALK",0.5,"f"
"T",1925,0.917886904091039,"ADLWALK",0.5,"f"
"A",1925,0.570255930670315,"ADLWALK",0.5,"f"
"L",1925,0.258753055814614,"ADLWALK",0.5,"f"
"M",1925,0.86258820160829,"ADLWALK",0.5,"f"
"T",1905,0.879941399420061,"ADLWALK",0.5,"m"
"A",1905,0.387621219429654,"ADLWALK",0.5,"m"
"L",1905,0.269414131453296,"ADLWALK",0.5,"m"
"M",1905,0.767090376090586,"ADLWALK",0.5,"m"
"T",1910,0.858863111993027,"ADLWALK",0.5,"m"
"A",1910,0.526533433197507,"ADLWALK",0.5,"m"
"L",1910,0.0633181071658099,"ADLWALK",0.5,"m"
"M",1910,0.800828945138512,"ADLWALK",0.5,"m"
"T",1915,0.833302413473478,"ADLWALK",0.5,"m"
"A",1915,0.515980333943089,"ADLWALK",0.5,"m"
"L",1915,0.0265791685054629,"ADLWALK",0.5,"m"
"M",1915,0.767419595256888,"ADLWALK",0.5,"m"
"T",1920,0.808734008802225,"ADLWALK",0.5,"m"
"A",1920,0.451105471993405,"ADLWALK",0.5,"m"
"L",1920,0.129447596213721,"ADLWALK",0.5,"m"
"M",1920,0.721265471075585,"ADLWALK",0.5,"m"
"T",1925,0.864656068057621,"ADLWALK",0.5,"m"
"A",1925,0.547723639633133,"ADLWALK",0.5,"m"
"L",1925,0.221594220235419,"ADLWALK",0.5,"m"
"M",1925,0.817623159347152,"ADLWALK",0.5,"m"
"T",1905,0.829058571843852,"ADLDRESS",0.5,"f"
"A",1905,0.638146756341911,"ADLDRESS",0.5,"f"
"L",1905,0.0103224570529668,"ADLDRESS",0.5,"f"
"M",1905,0.917095286762558,"ADLDRESS",0.5,"f"
"T",1910,0.841289916427685,"ADLDRESS",0.5,"f"
"A",1910,0.679226645051126,"ADLDRESS",0.5,"f"
"L",1910,0.101444055290738,"ADLDRESS",0.5,"f"
"M",1910,0.901704522529232,"ADLDRESS",0.5,"f"
"T",1915,0.832529139594178,"ADLDRESS",0.5,"f"
"A",1915,0.706614117414762,"ADLDRESS",0.5,"f"
